OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
87814,,071100010205,,Valley Branch-Fox River,Valley Branch-Fox River,,,,,,
87815,,071100010102,,Middle Little Fox River,Middle Little Fox River,,,,,,
87816,,071100010101,,Upper Little Fox River,Upper Little Fox River,,,,,,
87817,,071100010701,,Coon Creek-North Wyaconda River,Coon Creek-North Wyaconda River,,,,,,
87818,,071100010802,,Upper South Wyaconda River,Upper South Wyaconda River,,,,,,
87819,,071100020104,,North Fork North Fabius River,North Fork North Fabius River,,,,,,
87820,,071100020103,,Carter Creek-North Fork North Fabius River,Carter Creek-North Fork North Fabius River,,,,,,
87821,,071100020101,,South Fork North Fabius River,South Fork North Fabius River,,,,,,
87822,,071100020102,,Headwaters North Fabius River,Headwaters North Fabius River,,,,,,
87824,,071000091210,,Dumas Creek-Des Moines River,Dumas Creek-Des Moines River,,,,,,
87857,,071100020105,,Downing Reservoir-North Fabius River,Downing Reservoir-North Fabius River,,,,,,
87868,,071100010702,,North Wyaconda River,North Wyaconda River,,,,,,
87877,,071100010207,,Kaylor Branch-Fox River,Kaylor Branch-Fox River,,,,,,
87878,,071100020202,,Headwaters North Fork Middle Fabius River,Headwaters North Fork Middle Fabius River,,,,,,
87887,,071100010103,,Lower Little Fox River,Lower Little Fox River,,,,,,
87888,,071100010803,,Middle South Wyaconda River,Middle South Wyaconda River,,,,,,
87890,,071100020106,,Gunns Branch,Gunns Branch,,,,,,
87894,,071000091211,,Weaver Branch-Des Moines River,Weaver Branch-Des Moines River,,,,,,
87895,,071100010301,,Brush Creek-Fox River,Brush Creek-Fox River,,,,,,
87901,,071100020204,,Headwaters South Fork Middle Fabius River,Headwaters South Fork Middle Fabius River,,,,,,
87906,,071100020201,,Bridge Creek,Bridge Creek,,,,,,
87912,,071100020108,,Memphis Reservoir-North Fabius River,Memphis Reservoir-North Fabius River,,,,,,
87918,,071100010804,,Lower South Wyaconda River,Lower South Wyaconda River,,,,,,
87923,,071100020301,,Tobin Creek,Tobin Creek,,,,,,
87925,,071100010302,,Upper Honey Creek,Upper Honey Creek,,,,,,
87928,,071100010306,,Fox River,Fox River,,,,,,
87937,,071100020401,,Bear Creek,Bear Creek,,,,,,
87938,,071100020203,,Brushy Creek,Brushy Creek,,,,,,
87939,,071100010902,,Upper Wyaconda River,Upper Wyaconda River,,,,,,
87940,,071100020107,,Indian Creek,Indian Creek,,,,,,
87946,,071100010304,,Sugar Creek,Sugar Creek,,,,,,
87947,,071100020205,,North Fork Middle Fabius River,North Fork Middle Fabius River,,,,,,
87953,,071000091212,,Des Moines River,Des Moines River,,,,,,
87955,,071100010901,,Little Wyaconda River,Little Wyaconda River,,,,,,
87959,,071100020402,,Long Branch-North Fabius River,Long Branch-North Fabius River,,,,,,
87963,,071100020206,,South Fork Middle Fabius River,South Fork Middle Fabius River,,,,,,
87964,,071100010601,,Greys Island-Mississippi River,Greys Island-Mississippi River,,,,,,
87965,,071100010303,,Middle Honey Creek,Middle Honey Creek,,,,,,
87969,,071100020304,,Sand Hill Branch-Middle Fabius River,Sand Hill Branch-Middle Fabius River,,,,,,
87971,,071100010305,,Lower Honey Creek,Lower Honey Creek,,,,,,
87978,,071100010603,,Headwaters Buck Run-Mississippi River,Headwaters Buck Run-Mississippi River,,,,,,
87985,,071100010904,,Middle Wyaconda River,Middle Wyaconda River,,,,,,
87993,,071100020302,,City of Baring-Bridge Creek,City of Baring-Bridge Creek,,,,,,
87998,,071100010903,,Little Sugar Creek-Sugar Creek,Little Sugar Creek-Sugar Creek,,,,,,
88001,,071100020403,,Cooper Branch-North Fabius River,Cooper Branch-North Fabius River,,,,,,
88015,,071100020303,,Little Bridge Creek-Bridge Creek,Little Bridge Creek-Bridge Creek,,,,,,
88024,,071100020305,,Reddish Branch-Middle Fabius River,Reddish Branch-Middle Fabius River,,,,,,
88028,,071100010605,,Buck Run-Mississippi River,Buck Run-Mississippi River,,,,,,
88058,,071100010905,,Lower Wyaconda River,Lower Wyaconda River,,,,,,
88059,,071100011005,,Frazier Creek-Mississippi River,Frazier Creek-Mississippi River,,,,,,
88060,,071100011003,,Durgens Creek,Durgens Creek,,,,,,
88066,,071100020404,,Town of Weber-North Fabius River,Town of Weber-North Fabius River,,,,,,
88072,,071100020306,,Middle Fabius River,Middle Fabius River,,,,,,
88116,,071100020405,,North Fabius River,North Fabius River,,,,,,
88119,,071100011006,,Curtis Creek-Mississippi River,Curtis Creek-Mississippi River,,,,,,
242225,,071000020203,,Drainage Ditch 21,Drainage Ditch 21,,,,,,
242230,,071000030601,,Drainage Ditch 63-East Fork Des Moines River,Drainage Ditch 63-East Fork Des Moines River,,,,,,
242231,,071000020205,,Jack Creek,Jack Creek,,,,,,
242233,,071000030404,,Buffalo Creek,Buffalo Creek,,,,,,
242236,,071000030602,,Lindsey Creek,Lindsey Creek,,,,,,
242237,,071000030803,,Fourmile Creek,Fourmile Creek,,,,,,
242238,,071000050201,,Headwaters Boone River,Headwaters Boone River,,,,,,
242240,,071000020503,,Cylinder Creek,Cylinder Creek,,,,,,
242241,,071000030701,,Headwaters Lotts Creek,Headwaters Lotts Creek,,,,,,
242242,,071000020601,,Headwaters Prairie Creek,Headwaters Prairie Creek,,,,,,
242243,,071000030504,,Black Cat Creek,Black Cat Creek,,,,,,
242246,,071000020403,,Drainage Ditch 132,Drainage Ditch 132,,,,,,
242249,,071000020404,,City of Emmetsburg-Des Moines River,City of Emmetsburg-Des Moines River,,,,,,
242259,,071000030603,,Plum Creek,Plum Creek,,,,,,
242260,,071000020501,,Drainage Ditch 80,Drainage Ditch 80,,,,,,
242261,,070802070102,,Drainage Ditch No 1,Drainage Ditch No 1,,,,,,
242262,,071000030604,,Oak Lake-East Fork Des Moines River,Oak Lake-East Fork Des Moines River,,,,,,
242378,,071000020201,,Drainage Ditch 7,Drainage Ditch 7,,,,,,
242380,,071000030501,,Headwaters Black Cat Creek,Headwaters Black Cat Creek,,,,,,
242381,,071000030202,,Mud Creek,Mud Creek,,,,,,
242384,,071000030402,,Headwaters Buffalo Creek,Headwaters Buffalo Creek,,,,,,
242387,,071000030503,,Sentral High School-Black Cat Creek,Sentral High School-Black Cat Creek,,,,,,
242388,,071000030304,,Buaer Landing Strip-East Fork Des Moines River,Buaer Landing Strip-East Fork Des Moines River,,,,,,
242389,,071000030502,,Calamus Creek,Calamus Creek,,,,,,
242393,,071000020402,,Drainage Ditch 49-Des Moines River,Drainage Ditch 49-Des Moines River,,,,,,
242396,,071000030301,,Drainage Ditch 35-East Fork Des Moines River,Drainage Ditch 35-East Fork Des Moines River,,,,,,
242401,,071000030201,,Headwaters Mud Creek,Headwaters Mud Creek,,,,,,
242406,,071000020401,,Drainage Ditch 151-Des Moines River,Drainage Ditch 151-Des Moines River,,,,,,
242407,,071000030302,,Prairie Creek,Prairie Creek,,,,,,
242408,,071000030303,,Crooked Run-East Fork Des Moines River,Crooked Run-East Fork Des Moines River,,,,,,
242410,,071000020204,,East Swan Lake State Game Management Area-Jack Creek,East Swan Lake State Game Management Area-Jack Creek,,,,,,
242413,,071000020202,,Headwaters Jack Creek,Headwaters Jack Creek,,,,,,
242417,,071000030403,,Little Buffalo Creek,Little Buffalo Creek,,,,,,
242418,,071000030106,,Ditch No 40,Ditch No 40,,,,,,
242425,,070200090102,,Union Slough National Wildlife Refuge-Union Slough Ditch,Union Slough National Wildlife Refuge-Union Slough Ditch,,,,,,
242426,,070200090101,,Drainage Ditch No 80,Drainage Ditch No 80,,,,,,
242427,,070200090103,,Drainage Ditch No 90,Drainage Ditch No 90,,,,,,
242428,,070200090104,,Union Slough Ditch,Union Slough Ditch,,,,,,
242429,,070200090302,,Headwaters Middle Branch Blue Earth River,Headwaters Middle Branch Blue Earth River,,,,,,
242430,,070200090301,,Drainage Ditch No 7,Drainage Ditch No 7,,,,,,
242938,,070600010101,,Timber Coulee Creek,Timber Coulee Creek,,,,,,
243064,,070802020302,,Rock Falls Creek,Rock Falls Creek,,,,,,
243065,,070802010803,,Uphams Slough Creek-Little Cedar River,Uphams Slough Creek-Little Cedar River,,,,,,
243066,,070600040304,,Bohemian Creek,Bohemian Creek,,,,,,
243067,,070802030306,,City of Mason City-Winnebago River,City of Mason City-Winnebago River,,,,,,
243068,,070802070203,,Headwaters East Branch Iowa River,Headwaters East Branch Iowa River,,,,,,
243069,,070802030203,,Cheslea Creek-Willow Creek,Cheslea Creek-Willow Creek,,,,,,
243070,,070600010706,,Wexford Creek,Wexford Creek,,,,,,
243071,,070600010802,,Paint Creek,Paint Creek,,,,,,
243072,,070801020203,,Village of Deerfield-Wapsipinicon River,Village of Deerfield-Wapsipinicon River,,,,,,
243073,,070600010903,,Upper Yellow River,Upper Yellow River,,,,,,
243074,,070600040308,,Burr Oak Creek-Turkey River,Burr Oak Creek-Turkey River,,,,,,
243075,,070600010801,,Headwaters Paint Creek,Headwaters Paint Creek,,,,,,
243076,,070600010902,,Norfolk Creek,Norfolk Creek,,,,,,
243077,,070802020501,,Headwaters Flood Creek,Headwaters Flood Creek,,,,,,
243078,,070802011003,,Stewart Creek-Cedar River,Stewart Creek-Cedar River,,,,,,
243079,,070802030402,,Winnebago River,Winnebago River,,,,,,
243080,,070802030201,,Clear Creek,Clear Creek,,,,,,
243081,,070600040702,,Nutting Creek,Nutting Creek,,,,,,
243082,,070802030109,,Mallard Marsh-Winnebago River,Mallard Marsh-Winnebago River,,,,,,
243083,,070801020101,,Elk Creek,Elk Creek,,,,,,
243084,,070802030305,,Calmus Creek,Calmus Creek,,,,,,
243085,,070600040307,,Rogers Creek,Rogers Creek,,,,,,
243086,,070801020204,,Village of Ionia-Wapsipinicon River,Village of Ionia-Wapsipinicon River,,,,,,
243087,,070802030401,,Mason Creek-Winnebago River,Mason Creek-Winnebago River,,,,,,
243088,,070802010902,,Colwell County Park-Little Cedar River,Colwell County Park-Little Cedar River,,,,,,
243089,,070600010901,,Headwaters Yellow River,Headwaters Yellow River,,,,,,
243090,,070600040309,,Brockamp Creek-Turkey River,Brockamp Creek-Turkey River,,,,,,
243091,,070802010901,,Beaver Creek,Beaver Creek,,,,,,
243092,,070600010905,,Middle Yellow River,Middle Yellow River,,,,,,
243093,,070802020304,,Whiskey Creek-Shell Rock River,Whiskey Creek-Shell Rock River,,,,,,
