OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
42311,07100001,070600050306,Des Moines Headwaters,Galena River,Kelsey Branch-Galena River,Hardin,Hardin County,Calamus,Calamus city,, 
42325,10170202,070600050503,Upper Big Sioux,West Fork Apple River-Apple River,West Fork Apple River-Apple River,Sioux,Sioux County,Andover,Andover city,,
46741,,070801010502, ,Copperas Creek,Copperas Creek,Union,Union County,Westphalia,Westphalia city,,
46743,,070801010501,,Headwaters Copperas Creek,Headwaters Copperas Creek,Mills,Mills County,Tennant,Tennant city,,
46748,,070801040803,,Cedar Creek,Cedar Creek,Monona,Monona County,Shelby,Shelby city,,
46750,,070801041006,,Fall Creek-Henderson Creek,Fall Creek-Henderson Creek,Harrison,Harrison County,Webster City,Webster City city,,
46752,,070801040802,,Talbot Creek-Cedar Creek,Talbot Creek-Cedar Creek,Lucas,Lucas County,Stanhope,Stanhope city,,
46753,,070801041002,,Headwaters Henderson Creek,Headwaters Henderson Creek,Emmet,Emmet County,Randall,Randall city,,
46754,,070801041004,,Middle Henderson Creek,Middle Henderson Creek,Polk,Polk County,Kamrar,Kamrar city,,
46756,,070801041005,,Duck Creek-Henderson Creek,Duck Creek-Henderson Creek,Buchanan,Buchanan County,Jewell Junction,Jewell Junction city,,
46757,,070801041003,,Glass Lake-Henderson Creek,Glass Lake-Henderson Creek,Chickasaw,Chickasaw County,Ellsworth,Ellsworth city,,
46758,,070801041001,,Pennington Creek,Pennington Creek,Des Moines,Des Moines County,Blairsburg,Blairsburg city,,
46759,,070801040701,,Headwaters North Henderson Creek,Headwaters North Henderson Creek,Allamakee,Allamakee County,Stratford,Stratford city,,
46760,,070801040702,,Snake Creek-North Henderson Creek,Snake Creek-North Henderson Creek,Cerro Gordo,Cerro Gordo County,Portsmouth,Portsmouth city,,
46763,,070801040503,,Bridger Cemetery-Pope Creek,Bridger Cemetery-Pope Creek,Fayette,Fayette County,Panama,Panama city,,
46764,,070801040501,,Headwaters Pope Creek,Headwaters Pope Creek,Bremer,Bremer County,Kirkman,Kirkman city,,
46765,,070801040505,,Mad River-Pope Creek,Mad River-Pope Creek,Tama,Tama County,Irwin,Irwin city,,
46766,,070801040502,,North Pope Creek,North Pope Creek,Osceola,Osceola County,Harlan,Harlan city,,
46767,,070801040504,,Dugout Run-Pope Creek,Dugout Run-Pope Creek,Henry,Henry County,Elk Horn,Elk Horn city,,
46814,,070801040102,,Goose Creek-South Edwards River,Goose Creek-South Edwards River,Poweshiek,Poweshiek County,Earling,Earling city,,
46815,,070801040404,,Town of Millersburg-Edwards River,Town of Millersburg-Edwards River,Hancock,Hancock County,Defiance,Defiance city,,
46816,,070801040403,,Skunk Creek-Edwards River,Skunk Creek-Edwards River,Jones,Jones County,Springbrook,Springbrook city,,
46817,,070801040405,,Edwards River,Edwards River,Louisa,Louisa County,Spragueville,Spragueville city,,
46818,,070801040402,,Mud Creek-Edwards River,Mud Creek-Edwards River,Story,Story County,St. Donatus,St. Donatus city,,
46819,,070801040401,,Hillery Creek-Edwards River,Hillery Creek-Edwards River,Pottawattamie,Pottawattamie County,Sabula,Sabula city,,
46820,,070801040302,,Little Camp Creek-Camp Creek,Little Camp Creek-Camp Creek,Howard,Howard County,Preston,Preston city,,
46821,,070801040301,,North Camp Creek-Camp Creek,North Camp Creek-Camp Creek,Woodbury,Woodbury County,West Chester,West Chester city,,
46822,,070801010704,,Eliza Creek,Eliza Creek,Greene,Greene County,Wellman,Wellman city,,
46823,,070801040202,,Frye Lake-Camp Creek,Frye Lake-Camp Creek,Audubon,Audubon County,Washington,Washington city,,
46824,,070801010703,,Deer Lick Branch-Eliza Creek,Deer Lick Branch-Eliza Creek,Cass,Cass County,Riverside,Riverside city,,
46825,,070801040201,,Town of Andover-Camp Creek,Town of Andover-Camp Creek,Adair,Adair County,Kalona,Kalona city,,
46831,,070801010203,,Meredosa Ditch,Meredosa Ditch,Carroll,Carroll County,Crawfordsville,Crawfordsville city,,
46838,,070801040902,,Headwaters South Henderson Creek,Headwaters South Henderson Creek,Johnson,Johnson County,Brighton,Brighton city,,
46843,,070801040903,,South Henderson Creek,South Henderson Creek,Jefferson,Jefferson County,Ainsworth,Ainsworth city,,
46845,,070801041007,,Henderson Creek,Henderson Creek,Wapello,Wapello County,Sharpsburg,Sharpsburg city,,
46847,,070801040801,,Headwaters Cedar Creek,Headwaters Cedar Creek,Van Buren,Van Buren County,Woolstock,Woolstock city,,
56866,,070801070501,,Coon Creek,Coon Creek,Appanoose,Appanoose County,Rowan,Rowan city,,
56868,,071000081301,,South White Breast Creek,South White Breast Creek,Madison,Madison County,Goldfield,Goldfield city,,
56869,,071000081303,,Brush Creek,Brush Creek,Muscatine,Muscatine County,Walford,Walford city,,
56870,,071000081302,,Headwaters White Breast Creek,Headwaters White Breast Creek,Clinton,Clinton County,Vinton,Vinton city,,
56871,,070801021002,,Heatons Creek-Wapsipinicon River,Heatons Creek-Wapsipinicon River,Jackson,Jackson County,Van Horne,Van Horne city,,
56872,,070600060407,,Farm Creek,Farm Creek,Wayne,Wayne County,Volga,Volga city,,
56874,,070600050406,,Crooked Slough-Mississippi River,Crooked Slough-Mississippi River,Calhoun,Calhoun County,Strawberry Point,Strawberry Point city,,
56875,,070600060501,,Curran Creek-Whitewater Creek,Curran Creek-Whitewater Creek,,,St. Olaf,St. Olaf city,,
56876,,070802070902,,Pine Creek-Iowa River,Pine Creek-Iowa River,,,Osterdock,Osterdock city,,
56877,,070802051004,,Bear Creek-Cedar River,Bear Creek-Cedar River,,,North Buena Vista,North Buena Vista city,,
56881,,070802040303,,Spring Creek,Spring Creek,,,Monona,Monona city,,
56882,,071000081304,,Stephens State Forest-White Breast Creek,Stephens State Forest-White Breast Creek,,,Millville,Millville city,,
56883,,071000080801,,South Squaw Creek,South Squaw Creek,,,Marquette,Marquette city,,
56884,,071000080802,,Upper Squaw Creek,Upper Squaw Creek,,,McGregor,McGregor city,,
56885,,071000050403,,Eagle Creek,Eagle Creek,,,Luana,Luana city,,
56886,,070802040502,,Headwaters Maynes Creek,Headwaters Maynes Creek,,,Monmouth,Monmouth city,,
56887,,070600060201,,Bruce Creek-Maquoketa River,Bruce Creek-Maquoketa River,,,Miles,Miles city,,
56889,,070802040504,,Maynes Creek,Maynes Creek,,,La Motte,La Motte city,,
56890,,070801020505,,Village of Fairbank-Little Wapsipinicon River,Village of Fairbank-Little Wapsipinicon River,,,Bellevue,Bellevue city,,
56892,,070802050303,,Max Creek-Beaver Creek,Max Creek-Beaver Creek,,,Baldwin,Baldwin city,,
56893,,071000020803,,Beaver Creek,Beaver Creek,,,Andrew,Andrew city,,
56895,,071000030903,,East Fork Des Moines River,East Fork Des Moines River,,,Zwingle,Zwingle city,,
56896,,070802020703,,Curry Creek,Curry Creek,,,Maquoketa,Maquoketa city,,
56897,,070802070302,,Elm Lake State Game Management Area-Iowa River,Elm Lake State Game Management Area-Iowa River,,,Coppock,Coppock city,,
56898,,070802040301,,Buffalo Creek,Buffalo Creek,,,New Market,New Market city,,
56900,,070600030705,,Miners Creek-Mississippi River,Miners Creek-Mississippi River,,,Lenox,Lenox city,,
56901,,070801020902,,East Branch Buffalo Creek,East Branch Buffalo Creek,,,Gravity,Gravity city,,
56912,,070600060802,,Farmers Creek,Farmers Creek,,,Conway,Conway city,,
56913,,070600050403,,Storybrook Hollow-Mill Creek,Storybrook Hollow-Mill Creek,,,Clearfield,Clearfield city,,
56914,,070801050401,,Long Dick Creek,Long Dick Creek,,,Blockton,Blockton city,,
56915,,070802070402,,Tipton Creek,Tipton Creek,,,Bedford,Bedford city,,
56917,,070801060202,,Turner Creek-North Skunk River,Turner Creek-North Skunk River,,,Truesdale,Truesdale city,,
56918,,070802080506,,Troublesome Creek-Salt Creek,Troublesome Creek-Salt Creek,,,Storm Lake,Storm Lake city,,
56919,,070600051101,,Headwaters Elk River,Headwaters Elk River,,,Sioux Rapids,Sioux Rapids city,,
56922,,070600030602,,North Fork Little Maquoketa River,North Fork Little Maquoketa River,,,Rembrandt,Rembrandt city,,
56923,,070802051503,,Wildcat Bluff-Cedar River,Wildcat Bluff-Cedar River,,,Newell,Newell city,,
56924,,071000080606,,Bush Branch,Bush Branch,,,Marathon,Marathon city,,
56925,,071000080608,,Welty Creek-Middle River,Welty Creek-Middle River,,,Galt,Galt city,,
56964,,071000081101,,Coon Creek,Coon Creek,,,Eagle Grove,Eagle Grove city,,
56965,,071000080904,,Box Elder Creek-South River,Box Elder Creek-South River,,,Clarion,Clarion city,,
56966,,071000090601,,South Soap Creek,South Soap Creek,,,Belmond,Belmond city,,
56968,,070600011003,,City of Prairie du Chien-Mississippi River,City of Prairie du Chien-Mississippi River,,,Urbana,Urbana city,,
56970,,071000061502,,Swan Lake Branch,Swan Lake Branch,,,Shellsburg,Shellsburg city,,
56971,,070801010604,,Mad Creek,Mad Creek,,,Norway,Norway city,,
56972,,070802051003,,Lime Creek,Lime Creek,,,Newhall,Newhall city,,
56973,,071000081305,,Little White Breast Creek,Little White Breast Creek,,,Mount Auburn,Mount Auburn city,,
56976,,070801060205,,English Creek,English Creek,,,Luzerne,Luzerne city,,
56977,,071000061602,,Walnut Creek,Walnut Creek,,,Keystone,Keystone city,,
56978,,070801050907,,Squaw Creek,Squaw Creek,,,Garrison,Garrison city,,
56979,,070802040305,,Squaw Creek,Squaw Creek,,,Blairstown,Blairstown city,,
56981,,070801060401,,Buck Creek,Buck Creek,,,Belle Plaine,Belle Plaine city,,
56982,,070802051403,,Mud Creek-Prairie Creek,Mud Creek-Prairie Creek,,,Atkins,Atkins city,,
56983,,070802051402,,Village of Van Horne-Prairie Creek,Village of Van Horne-Prairie Creek,,,Northwood,Northwood city,,
56989,,070600060209,,Spring Branch,Spring Branch,,,Manly,Manly city,,
56990,,070802070602,,Upper South Fork Iowa River,Upper South Fork Iowa River,,,Kensett,Kensett city,,
56992,,070801041103,,Berton Bay-Mississippi River,Berton Bay-Mississippi River,,,Joice,Joice city,,
56993,,070801041101,,Cottonwood Drain,Cottonwood Drain,,,Hanlontown,Hanlontown city,,
56994,,070801070705,,Troy Creek,Troy Creek,,,Guttenberg,Guttenberg city,,
56996,,070801070403,,Burr Oak Creek,Burr Oak Creek,,,Garnavillo,Garnavillo city,,
56997,,070801070502,,Competine Creek,Competine Creek,,,Garber,Garber city,,
57000,,071000060605,,Lake Creek,Lake Creek,,,Farmersburg,Farmersburg city,,
57001,,070801050302,,Drainage Ditch 192-Squaw Creek,Drainage Ditch 192-Squaw Creek,,,Elkport,Elkport city,,
57002,,070600060402,,Silver Creek,Silver Creek,,,Elkader,Elkader city,,
57003,,071000061201,,Tank Pond,Tank Pond,,,Clayton,Clayton city,,
57004,,070802051502,,Blue Creek,Blue Creek,,,Linn Grove,Linn Grove city,,
57005,,071000081306,,Indian Creek-White Breast Creek,Indian Creek-White Breast Creek,,,Lakeside,Lakeside city,,
57006,,071000081001,,South Otter Creek,South Otter Creek,,,Alta,Alta city,,
57007,,070802051501,,East Branch Blue Creek,East Branch Blue Creek,,,Albert City,Albert City city,,
57008,,070802051001,,Rock Creek-Cedar River,Rock Creek-Cedar River,,,Wall Lake,Wall Lake city,,
57009,,070801050403,,Bear Creek,Bear Creek,,,Schaller,Schaller city,,
57010,,071000060401,,Wall Lake Inlet,Wall Lake Inlet,,,Sac City,Sac City city,,
57013,,070802050905,,Miller Creek,Miller Creek,,,Smithland,Smithland city,,
57014,,070600060605,,70600060605,70600060605,,,Sloan,Sloan city,,
57015,,070801020806,,Dry Creek-Wapsipinicon River,Dry Creek-Wapsipinicon River,,,Sergeant Bluff,Sergeant Bluff city,,
57016,,071000090102,,English Creek,English Creek,,,Salix,Salix city,,
57019,,071000050205,,Drainage Ditch 1-Boone River,Drainage Ditch 1-Boone River,,,Pierson,Pierson city,,
57021,,070802020605,,Village of Greene-Shell Rock River,Village of Greene-Shell Rock River,,,Oto,Oto city,,
57022,,070801020303,,Lower East Branch Wapsipinicon River,Lower East Branch Wapsipinicon River,,,Grafton,Grafton city,,
57023,,071000030704,,Trulner Creek,Trulner Creek,,,Fertile,Fertile city,,
57032,,070600040506,,Grannis Creek-Volga River,Grannis Creek-Volga River,,,Odebolt,Odebolt city,,
57036,,070801030104,,White Oak Creek-Walnut Creek,White Oak Creek-Walnut Creek,,,Nemaha,Nemaha city,,
57037,,070801030201,,Dutch Creek-Wapsipinicon River,Dutch Creek-Wapsipinicon River,,,Lake View,Lake View city,,
57039,,071000050104,,Drainage Ditch 18-Prairie Creek,Drainage Ditch 18-Prairie Creek,,,Early,Early city,,
57041,,071000030705,,Lotts Creek,Lotts Creek,,,Auburn,Auburn city,,
57043,,070801020702,,Hazleton Creek-Otter Creek,Hazleton Creek-Otter Creek,,,Moville,Moville city,,
57044,,070600040603,,Hewett Creek,Hewett Creek,,,Lawton,Lawton city,,
57045,,071000090705,,South Avery Creek,South Avery Creek,,,Hornick,Hornick city,,
57046,,071000090302,,Bleubaugh Branch,Bleubaugh Branch,,,Danbury,Danbury city,,
57049,,070802090901,,North Fork Long Creek,North Fork Long Creek,,,Cushing,Cushing city,,
57050,,070802090902,,South Fork Long Creek,South Fork Long Creek,,,Correctionville,Correctionville city,,
57051,,070801030502,,Brophy Creek,Brophy Creek,,,Bronson,Bronson city,,
57052,,070802090201,,Headwaters Old Mans Creek,Headwaters Old Mans Creek,,,Anthon,Anthon city,,
57053,,070802091103,,Smith Creek,Smith Creek,,,Sioux City,Sioux City city,,
57054,,070802090904,,Buffington Creek,Buffington Creek,,,Williamsburg,Williamsburg city,,
57055,,070801030203,,West Goose Lake-Wapsipinicon River,West Goose Lake-Wapsipinicon River,,,Parnell,Parnell city,,
57056,,070802060402,,Clear Creek,Clear Creek,,,North English,North English city,,
57057,,070802060703,,Big Slough,Big Slough,,,Millersburg,Millersburg city,,
57058,,070802060503,,Lower Mud Creek,Lower Mud Creek,,,Marengo,Marengo city,,
57059,,070802090405,,Devils Run,Devils Run,,,Ladora,Ladora city,,
57072,,070801020603,,Bruggeman County Park-Wapsipinicon River,Bruggeman County Park-Wapsipinicon River,,,Thor,Thor city,,
57075,,071000041003,,Saylor Creek-Des Moines River,Saylor Creek-Des Moines River,,,Rutland,Rutland city,,
57076,,071000081502,,Mud Creek,Mud Creek,,,Renwick,Renwick city,,
57084,,070802050906,,Sink Creek-Cedar River,Sink Creek-Cedar River,,,Pioneer,Pioneer city,,
57085,,070802050402,,Headwaters North Fork Black Hawk Creek,Headwaters North Fork Black Hawk Creek,,,Ottosen,Ottosen city,,
57086,,070802050701,,Dry Run,Dry Run,,,Livermore,Livermore city,,
57091,,070600040405,,Roberts Creek,Roberts Creek,,,Humboldt,Humboldt city,,
57093,,071000020802,,Drainage Ditch 48,Drainage Ditch 48,,,Hardy,Hardy city,,
57097,,070802040102,,Bailey Creek,Bailey Creek,,,Dakota City,Dakota City city,,
57098,,070802070805,,Minerva Creek,Minerva Creek,,,Bradgate,Bradgate city,,
57101,,071000040301,,Upper Lizard Creek,Upper Lizard Creek,,,Bode,Bode city,,
57103,,071000020701,,Headwaters Pilot Creek,Headwaters Pilot Creek,,,Swan,Swan city,,
57104,,070600040403,,Howard Creek,Howard Creek,,,Pleasantville,Pleasantville city,,
57111,,070801070103,,Lower West Fork Crooked Creek,Lower West Fork Crooked Creek,,,Pella,Pella city,,
57112,,070801050502,,West Indian Creek,West Indian Creek,,,Melcher-Dallas,Melcher-Dallas city,,
57113,,070600061006,,Rock Creek-Maquoketa River,Rock Creek-Maquoketa River,,,Marysville,Marysville city,,
57115,,071000061501,,Fannys Branch-North Raccoon River,Fannys Branch-North Raccoon River,,,Knoxville,Knoxville city,,
57116,,070600040601,,Brush Creek,Brush Creek,,,Harvey,Harvey city,,
57117,,070802070303,,Joint Drainage Ditch No 146,Joint Drainage Ditch No 146,,,Hamilton,Hamilton city,,
57118,,070802040304,,Otter Creek,Otter Creek,,,Bussey,Bussey city,,
57119,,071000050401,,Little Eagle Creek,Little Eagle Creek,,,What Cheer,What Cheer city,,
57120,,071000020702,,Crooked Creek,Crooked Creek,,,Webster,Webster city,,
57121,,071000050501,,Headwaters White Fox Creek,Headwaters White Fox Creek,,,Thornburg,Thornburg city,,
57122,,071000060802,,Drainage Ditch 25-North Raccoon River,Drainage Ditch 25-North Raccoon River,,,South English,South English city,,
57123,,070801010301,,Upper Duck Creek,Upper Duck Creek,,,Thompson,Thompson city,,
57125,,070600060101,,Penn Creek,Penn Creek,,,Scarville,Scarville city,,
57127,,071000060208,,Drainage Ditch 20-Cedar Creek,Drainage Ditch 20-Cedar Creek,,,Rake,Rake city,,
57128,,071000060403,,Indian Creek-North Raccoon River,Indian Creek-North Raccoon River,,,Leland,Leland city,,
57129,,070802050903,,Indian Creek,Indian Creek,,,Lake Mills,Lake Mills city,,
57131,,070600050101,,South Fork Catfish Creek,South Fork Catfish Creek,,,Buffalo Center,Buffalo Center city,,
57132,,070801020805,,Smith Creek-Wapsipinicon River,Smith Creek-Wapsipinicon River,,,Sigourney,Sigourney city,,
57133,,070600060904,,Deep Creek,Deep Creek,,,Richland,Richland city,,
57134,,070600060205,,Honey Creek,Honey Creek,,,Ollie,Ollie city,,
57135,,070802051005,,McFarlane State Park-Cedar River,McFarlane State Park-Cedar River,,,Martinsburg,Martinsburg city,,
57136,,070802050806,,Rock Creek,Rock Creek,,,Kinross,Kinross city,,
57137,,070801020804,,Sand Creek,Sand Creek,,,Keswick,Keswick city,,
57144,,070802050602,,Prescotts Creek-Black Hawk Creek,Prescotts Creek-Black Hawk Creek,,,Keota,Keota city,,
57155,,071000061202,,Headwaters West Buttrick Creek,Headwaters West Buttrick Creek,,,Hedrick,Hedrick city,,
57156,,071000081002,,Upper Otter Creek,Upper Otter Creek,,,Hayesville,Hayesville city,,
57157,,071000080901,,Headwaters South River,Headwaters South River,,,Harper,Harper city,,
57158,,070600060702,,Headwaters Lytle Creek,Headwaters Lytle Creek,,,Gibson,Gibson city,,
57160,,070801051001,,Headwaters Elk Creek,Headwaters Elk Creek,,,Delta,Delta city,,
57167,,070801070304,,Honey Creek,Honey Creek,,,Sutherland,Sutherland city,,
57168,,070600040606,,Honey Creek-Volga River,Honey Creek-Volga River,,,Sanborn,Sanborn city,,
57169,,070600040104,,Simpson Creek-Crane Creek,Simpson Creek-Crane Creek,,,University Heights,University Heights city,,
57171,,070801020504,,Buck Creek,Buck Creek,,,Primghar,Primghar city,,
57172,,070801020905,,Nugents Creek-Buffalo Creek,Nugents Creek-Buffalo Creek,,,Paullina,Paullina city,,
57173,,071000080803,,Middle Squaw Creek,Middle Squaw Creek,,,Hartley,Hartley city,,
57174,,071000081402,,Stony Creek-White Breast Creek,Stony Creek-White Breast Creek,,,Calumet,Calumet city,,
57175,,071000080502,,South Fork Clanton Creek,South Fork Clanton Creek,,,Archer,Archer city,,
57176,,071000080501,,North Fork Clanton Creek,North Fork Clanton Creek,,,Rock Rapids,Rock Rapids city,,
57177,,070600060704,,Otter Creek,Otter Creek,,,Little Rock,Little Rock city,,
57178,,070802070904,,Dowd Creek,Dowd Creek,,,Lester,Lester city,,
57179,,070802050801,,Headwaters Wolf Creek,Headwaters Wolf Creek,,,Larchwood,Larchwood city,,
57180,,070600040402,,Headwaters Roberts Creek,Headwaters Roberts Creek,,,Inwood,Inwood city,,
57182,,070600061005,,Hainer Creek-Maquoketa River,Hainer Creek-Maquoketa River,,,George,George city,,
57183,,070802070802,,South Minerva Creek,South Minerva Creek,,,Doon,Doon city,,
57184,,070801050202,,Village of Ellsworth-South Skunk River,Village of Ellsworth-South Skunk River,,,Alvord,Alvord city,,
57185,,070600060401,,Buck Creek-Maquoketa River,Buck Creek-Maquoketa River,,,Tiffin,Tiffin city,,
57186,,070600060705,,Washington Mills-Lytle Creek,Washington Mills-Lytle Creek,,,Swisher,Swisher city,,
57192,,070801020803,,Malone Creek-Wapsipinicon River,Malone Creek-Wapsipinicon River,,,Solon,Solon city,,
57193,,071000060602,,Lower Drainage Ditch 9 & 13,Lower Drainage Ditch 9 & 13,,,Shueyville,Shueyville city,,
57195,,071000060207,,Drainage Ditch 81,Drainage Ditch 81,,,Oxford,Oxford city,,
57196,,071000060502,,Headwaters West Fork Camp Creek,Headwaters West Fork Camp Creek,,,North Liberty,North Liberty city,,
57197,,070600030603,,Upper Little Maquoketa River,Upper Little Maquoketa River,,,Lone Tree,Lone Tree city,,
57198,,070802051204,,Bear Creek,Bear Creek,,,Iowa City,Iowa City city,,
57199,,070802080404,,Sugar Creek,Sugar Creek,,,Hills,Hills city,,
57200,,071000061004,,Village of Farlin-Harrdin Creek,Village of Farlin-Harrdin Creek,,,Coralville,Coralville city,,
57201,,071000061402,,Doe Brook-North Raccoon River,Doe Brook-North Raccoon River,,,Washta,Washta city,,
57203,,071000040909,,City of Bouton-Beaver Creek,City of Bouton-Beaver Creek,,,Quimby,Quimby city,,
57206,,070600061001,,Pumpkin Creek-Maquoketa River,Pumpkin Creek-Maquoketa River,,,Meriden,Meriden city,,
57207,,071000061204,,Buttrick Creek,Buttrick Creek,,,Marcus,Marcus city,,
57208,,070802051401,,Headwaters Prairie Creek,Headwaters Prairie Creek,,,Larrabee,Larrabee city,,
57209,,070802051507,,Silver Creek-Cedar River,Silver Creek-Cedar River,,,Cleghorn,Cleghorn city,,
57210,,070802051203,,Little Bear Creek,Little Bear Creek,,,Melrose,Melrose city,,
57211,,070801050702,,Mud Creek-Clear Creek,Mud Creek-Clear Creek,,,Lovilia,Lovilia city,,
57212,,070801010202,,Mill Creek,Mill Creek,,,Albia,Albia city,,
57213,,071000030805,,Drainage Ditch 182,Drainage Ditch 182,,,Cherokee,Cherokee city,,
57221,,071000040502,,Ditch No 11,Ditch No 11,,,Aurelia,Aurelia city,,
57224,,070801050804,,Byers Branch-Indian Creek,Byers Branch-Indian Creek,,,Struble,Struble city,,
57225,,070801060105,,Burr Oak Creek-North Skunk River,Burr Oak Creek-North Skunk River,,,Remsen,Remsen city,,
57228,,070802070104,,West Branch Iowa River,West Branch Iowa River,,,Oyens,Oyens city,,
57229,,071000060805,,Rainbow Bend County Park-North Raccoon River,Rainbow Bend County Park-North Raccoon River,,,Merrill,Merrill city,,
57242,,070802051105,,Dudgeon Lake State Wildlife Management Area-Cedar River,Dudgeon Lake State Wildlife Management Area-Cedar River,,,Le Mars,Le Mars city,,
57243,,070802051301,,West Otter Creek,West Otter Creek,,,Kingsley,Kingsley city,,
57244,,070802050804,,Fourmile Creek,Fourmile Creek,,,Hinton,Hinton city,,
57246,,070802050203,,Drainage Ditch 148-Beaver Creek,Drainage Ditch 148-Beaver Creek,,,Craig,Craig city,,
57254,,070801020602,,Village of Tripoli-Wapsipinicon River,Village of Tripoli-Wapsipinicon River,,,Brunsville,Brunsville city,,
57255,,071000060201,,Drainage Ditch 21-Cedar Creek,Drainage Ditch 21-Cedar Creek,,,Villisca,Villisca city,,
57256,,070802050601,,Wilson Creek-Black Hawk Creek,Wilson Creek-Black Hawk Creek,,,Stanton,Stanton city,,
57257,,070802050501,,Holland Creek,Holland Creek,,,Red Oak,Red Oak city,,
57268,,070801070701,,Rock Creek,Rock Creek,,,Grant,Grant city,,
57273,,070801071003,,Mud Creek,Mud Creek,,,Elliott,Elliott city,,
57274,,071000081503,,Yeader Creek-Des Moines River,Yeader Creek-Des Moines River,,,Coburg,Coburg city,,
57275,,071000080601,,Fox Creek-Middle River,Fox Creek-Middle River,,,University Park,University Park city,,
57276,,071000081505,,Walnut Creek,Walnut Creek,,,Rose Hill,Rose Hill city,,
57277,,071000081501,,Spring Creek,Spring Creek,,,Oskaloosa,Oskaloosa city,,
57278,,071000080103,,Lower Fourmile Creek,Lower Fourmile Creek,,,New Sharon,New Sharon city,,
57279,,071000081504,,Camp Creek,Camp Creek,,,Leighton,Leighton city,,
57280,,070600051102,,Elk River,Elk River,,,Keomah Village,Keomah Village city,,
57281,,070600051203,,Deer Creek-Mississippi River,Deer Creek-Mississippi River,,,Fremont,Fremont city,,
57284,,070801010603,,Coal Creek-Mississippi River,Coal Creek-Mississippi River,,,Beacon,Beacon city,,
57285,,070801060501,,Coal Creek,Coal Creek,,,Barnes City,Barnes City city,,
57288,,070802051104,,Mud Creek,Mud Creek,,,Unionville,Unionville city,,
57290,,070802080502,,Headwaters Salt Creek,Headwaters Salt Creek,,,Udell,Udell city,,
57291,,070801050901,,Walnut Creek,Walnut Creek,,,Rathbun,Rathbun city,,
57292,,070801060101,,Snipe Creek,Snipe Creek,,,Plano,Plano city,,
57293,,071000020602,,Prairie Creek,Prairie Creek,,,Numa,Numa city,,
57294,,070801020302,,Middle East Branch Wapsipinicon River,Middle East Branch Wapsipinicon River,,,Mystic,Mystic city,,
57296,,070802040101,,Headwaters Bailey Creek,Headwaters Bailey Creek,,,Moulton,Moulton city,,
57297,,071000040302,,Middle Lizard Creek,Middle Lizard Creek,,,Woodburn,Woodburn city,,
57298,,071000040103,,Middle North Branch Lizard Creek,Middle North Branch Lizard Creek,,,Sheffield,Sheffield city,,
57299,,070802080501,,South Branch Salt Creek,South Branch Salt Creek,,,Popejoy,Popejoy city,,
57301,,070802081007,,Hoosier Creek,Hoosier Creek,,,Latimer,Latimer city,,
57302,,070802040602,,Boylan Creek,Boylan Creek,,,Hansell,Hansell city,,
57303,,070802011203,,Village of Plainfield-Cedar River,Village of Plainfield-Cedar River,,,Hampton,Hampton city,,
57304,,070802011202,,Horton Creek,Horton Creek,,,Geneva,Geneva city,,
57308,,071000050101,,Drainage Ditch 117,Drainage Ditch 117,,,Dows,Dows city,,
57309,,070600040401,,Silver Creek,Silver Creek,,,Coulter,Coulter city,,
57317,,071000080504,,Hay Branch-Clanton Creek,Hay Branch-Clanton Creek,,,Akron,Akron city,,
57318,,071000081401,,Wolf Creek,Wolf Creek,,,Moravia,Moravia city,,
57319,,070801070710,,Cedar Creek,Cedar Creek,,,Exline,Exline city,,
57326,,070801051102,,Cherry Creek,Cherry Creek,,,Cincinnati,Cincinnati city,,
57327,,070802081001,,Hilton Creek,Hilton Creek,,,Centerville,Centerville city,,
57329,,071000080505,,Clanton Creek,Clanton Creek,,,Osceola,Osceola city,,
57330,,071000081102,,Headwaters Coal Creek,Headwaters Coal Creek,,,Murray,Murray city,,
57331,,071000081404,,Hawk Run-White Breast Creek,Hawk Run-White Breast Creek,,,Alexander,Alexander city,,
57332,,070802090602,,Birch Creek-English River,Birch Creek-English River,,,Waterloo,Waterloo city,,
57333,,070801030601,,Negro Creek-Silver Creek,Negro Creek-Silver Creek,,,Raymond,Raymond city,,
57334,,070802060403,,Spring Creek-Cedar River,Spring Creek-Cedar River,,,La Porte City,La Porte City city,,
57335,,070801030407,,Rock Creek,Rock Creek,,,Hudson,Hudson city,,
57336,,070802090903,,Big Slough Creek,Big Slough Creek,,,Diagonal,Diagonal city,,
57337,,070802060203,,Big Creek,Big Creek,,,Delphos,Delphos city,,
57343,,070600040708,,Beaver Creek-Turkey River,Beaver Creek-Turkey River,,,Benton,Benton city,,
57344,,070802020602,,Beemis Creek,Beemis Creek,,,Beaconsfield,Beaconsfield city,,
57345,,071000030806,,Drainage Ditch 94-East Fork Des Moines River,Drainage Ditch 94-East Fork Des Moines River,,,Pleasant Plain,Pleasant Plain city,,
57346,,070802020504,,Flood Creek,Flood Creek,,,Packwood,Packwood city,,
57347,,070802020603,,Ackley Creek,Ackley Creek,,,Maharishi Vedic City,Maharishi Vedic City city,,
57348,,070802090401,,Headwaters North English River,Headwaters North English River,,,Lockridge,Lockridge city,,
57349,,070801030604,,Ames Creek,Ames Creek,,,Libertyville,Libertyville city,,
57350,,070802090704,,Buck Creek,Buck Creek,,,Fairfield,Fairfield city,,
