OBJECTID,HUC_8,HUC_12,HU_8_NAME,HU_10_NAME,HU_12_NAME,county_10,countylsad,city_10,citylsda,,blank
58113,,071000090709,,Sugar Creek,Kettle Creek-Des Moines River,,,Arispe,Arispe city,,
58114,,071000090502,,Stoney Creek-Big Bear Creek,Coal Creek-Des Moines River,,,Afton,Afton city,,
58115,,071000090101,,Carlan Creek-Turkey River,Headwaters English Creek,,,Shannon City,Shannon City city,,
58116,,071000090401,,Indian Creek,Headwaters Muchakinock Creek,,,Seymour,Seymour city,,
58117,,070801070401,,Lateral 4,South Walnut Creek,,,Promise City,Promise City city,,
58122,,070802050807,,Fenchel Creek-Maquoketa River,Twelvemile Creek,,,Millerton,Millerton city,,
58123,,071000060402,,Headwaters Elk Creek,Drainage Ditch 57,,,Lineville,Lineville city,,
58124,,070802050503,,Drainage Ditch 46-Boone River,Mosquito Creek,,,Humeston,Humeston city,,
58125,,071000061101,,Johnson Creek,Headwaters East Buttrick Creek,,,Corydon,Corydon city,,
58126,,070802081009,,North Beaver Creek,Coralville Lake-Iowa River,,,Clio,Clio city,,
58127,,070801070901,,Peoria Cemetery-Indian Creek,Headwaters Big Creek,,,Allerton,Allerton city,,
58128,,070802080601,,City of Ames-South Skunk River,North Walnut Creek,,,Iowa Falls,Iowa Falls city,,
58130,,070801060103,,Brush Creek,Alloway Creek-North Skunk River,,,Hubbard,Hubbard city,,
58131,,070802081006,,East Branch Salt Creek,Hawkeye State Wildlife Area Coralville Lake-Iowa River,,,Eldora,Eldora city,,
58132,,070802081002,,Headwaters Cedar Creek,Price Creek,,,Buckeye,Buckeye city,,
58133,,070801060104,,Minnehaha Creek-Black Hawk Creek,Rock Creek-North Skunk River,,,Alden,Alden city,,
58136,,070801010204,,Cline Branch-North Fork Maquoketa River,Cattail Slough-Mississippi River,,,Ackley,Ackley city,,
58137,,070802080904,,East Otter Creek-Otter Creek,Coon Creek-Iowa River,,,Westside,Westside city,,
58138,,070802081005,,Pleasant Creek,Matson Pond-Iowa River,,,Vail,Vail city,,
58139,,071000090505,,Coon Creek,St Joseph Creek-Des Moines River,,,Schleswig,Schleswig city,,
58140,,071000090504,,Walnut Creek,Grays Creek,,,Ricketts,Ricketts city,,
58141,,071000090310,,Drainage Ditch 81-East Indian Creek,Cedar Creek,,,Manilla,Manilla city,,
58144,,070802070803,,Little Bear Creek-Bear Creek,Middle Minerva Creek,,,Kiron,Kiron city,,
58146,,070801021003,,Dry Run,Crows Creek-Wapsipinicon River,,,Zearing,Zearing city,,
58147,,070600060803,,West Branch Beaverdam Creek,Buck Creek-North Fork Maquoketa River,,,Story City,Story City city,,
58148,,070802070604,,Rock Creek,Lower South Fork Iowa River,,,Slater,Slater city,,
58150,,070802051002,,Spring Creek-South Skunk River,Spring Creek,,,Roland,Roland city,,
58151,,070802050401,,Middle West Fork Crooked Creek,South Fork Black Hawk Creek,,,Nevada,Nevada city,,
58152,,070600060604,,Linn Creek,Durion Creek-North Fork Maquoketa River,,,Maxwell,Maxwell city,,
58153,,070802050403,,Coulee Creek-Volga River,North Fork Black Hawk Creek,,,McCallsburg,McCallsburg city,,
58155,,070802070401,,Headwaters Otter Creek,Headwaters Tipton Creek,,,Kelley,Kelley city,,
58156,,071000050704,,Headwaters Volga River,Drainage Ditch 32-Boone River,,,Orient,Orient city,,
58157,,070600060409,,Beaver Creek,Mineral Creek,,,Greenfield,Greenfield city,,
58158,,070802080402,,Prairie Creek-Boone River,Burnett Creek,,,Fontanelle,Fontanelle city,,
58159,,070802080301,,Brewers Creek,Headwaters Deer Creek,,,Bridgewater,Bridgewater city,,
58161,,070802080403,,Boston Bay-Mississippi River,Dry Branch-Iowa River,,,Stuart,Stuart city,,
58162,,070802011204,,Sugar Creek-South Skunk River,Cedar Bend County Park-Cedar River,,,Casey,Casey city,,
58163,,071000060806,,Stoe Creek-Little Wapsipinicon River,Marrowbone Creek-North Raccoon River,,,Adair,Adair city,,
58165,,071000060102,,Drainage Ditch 73-North Raccoon River,Headwaters Little Cedar Creek,,,West Burlington,West Burlington city,,
58166,,070600030707,,Rock Creek-Cedar Creek,McCartney Branch-Mississippi River,,,Middletown,Middletown city,,
58167,,071000020801,,Upper Muscatine Slough,Drainage Ditch 41-Des Moines River,,,Mediapolis,Mediapolis city,,
58169,,070802080206,,Squirrel Hollow County Park-North Raccoon River,Timber Creek,,,Danville,Danville city,,
58170,,070802091002,,Buckeye Creek,Otter Creek,,,Burlington,Burlington city,,
58171,,070802090504,,Raven Creek,Lower South English River,,,Woodbine,Woodbine city,,
58173,,070802090501,,Carruthers Creek,Town of Tilton,,,Pisgah,Pisgah city,,
58179,,070802090502,,Elk Run,Upper South English River,,,Persia,Persia city,,
58181,,070802091101,,North Walnut Creek,Indian Creek,,,Mondamin,Mondamin city,,
58182,,070802090407,,Village of Winfield East Fork Crooked Creek,Lower North English River,,,Modale,Modale city,,
58183,,070802090804,,Wolf Creek-Cedar Creek,Honey Creek-Iowa River,,,Missouri Valley,Missouri Valley city,,
58193,,070802060301,,Mink Creek,West Rock Creek-Rock Creek,,,Silver City,Silver City city,,
58194,,070802090406,,Headwaters Otter Creek,Middle North English River,,,Pacific Junction,Pacific Junction city,,
58195,,070802090408,,Headwaters Camp Creek,Outlet North English River,,,Malvern,Malvern city,,
58196,,070801030603,,Lyons Creek,Barber Creek-Wapsipinicon River,,,Henderson,Henderson city,,
58198,,070802090701,,Davisons Creek-Iowa River,Rapid Creek,,,Hastings,Hastings city,,
58199,,070802090301,,North Timber Creek,Gritter Creek,,,Glenwood,Glenwood city,,
58200,,070802090503,,Weasel Creek-Prairie Creek,Middle South English River,,,Emerson,Emerson city,,
58203,,070801030602,,Whippoorwill Creek,Silver Creek,,,Tabor,Tabor city,,
58204,,070801030404,,Spruce Creek-Mississippi River,Calamus Creek,,,Dow City,Dow City city,,
58206,,070802060405,,Village of Brooklyn-Little Bear Creek,Mill Creek-Cedar River,,,Denison,Denison city,,
58207,,070802060103,,Bridge Creek,Indian Creek,,,Deloit,Deloit city,,
58208,,070802090101,,Big Marsh State Wildlife Area-West Fork Cedar River,Upper Clear Creek,,,Charter Oak,Charter Oak city,,
58210,,070802090103,,Bear Creek School-Bear Creek,Lower Clear Creek,,,Buck Grove,Buck Grove city,,
58212,,070802060201,,North Branch Volga River,Headwaters Big Creek,,,Aspinwall,Aspinwall city,,
58215,,070802090606,,Spring Creek-Cedar Creek,English River,,,Arion,Arion city,,
58218,,070802090207,,North Cedar Creek,Old Womans Creek-Old Mans Creek,,,Huxley,Huxley city,,
58219,,070801030409,,Middle Soap Creek,Sherman Park-Wapsipinicon River,,,Gilbert,Gilbert city,,
58220,,070802060406,,Van Zante Creek-South Skunk River,Rock Run Creek,,,Colo,Colo city,,
58224,,070802060602,,Beaver Creek,Bennet Creek-Sugar Creek,,,Collins,Collins city,,
58225,,070801030406,,Drainage Ditch 1,Yankee Run,,,Cambridge,Cambridge city,,
58227,,070801030408,,Headwaters East Indian Creek,Walnut Creek,,,Ames,Ames city,,
58235,,070802090102,,Big Branch-Cedar Creek,Middle Clear Creek,,,Magnolia,Magnolia city,,
58236,,070802060501,,Wolf Creek,Upper Mud Creek,,,Logan,Logan city,,
58238,,070801030101,,Cedar Fork Creek,South Fork Walnut Creek,,,Little Sioux,Little Sioux city,,
58239,,070802090206,,North Branch Big Creek-Big Creek,Dirty Face Creek,,,Dunlap,Dunlap city,,
58241,,070802090403,,Upper Chequest Creek,Deep River,,,Wallingford,Wallingford city,,
58242,,070802090703,,Brown Creek-Des Moines River,Ralston Creek-Iowa River,,,Ringsted,Ringsted city,,
58244,,070801030303,,Price Creek-Des Moines River,Mud Creek,,,Gruver,Gruver city,,
58245,,070802090604,,Middle Chequest Creek,Camp Creek,,,North Washington,North Washington city,,
58246,,070802060806,,Brush Creek,Crane Creek-Cedar River,,,New Hampton,New Hampton city,,
58247,,070801030202,,Little Walnut Creek-Walnut Creek,Mill Creek,,,Lawler,Lawler city,,
58248,,070801030405,,Hickory Creek-North Raccoon River,Mockridge County Wildlife Preserve,,,Ionia,Ionia city,,
58250,,070801030102,,Stump Creek,Pioneer Creek,,,Fredericksburg,Fredericksburg city,,
58251,,070802091001,,Bear Creek-Soap Creek,Honey Creek-Otter Creek,,,Bassett,Bassett city,,
58254,,070802060401,,Holcomb Creek-Des Moines River,Pleasant Run-Cedar River,,,Alta Vista,Alta Vista city,,
58255,,070802090705,,Village Creek,Crooked Creek-Iowa River,,,Sioux Center,Sioux Center city,,
58257,,070802060404,,Slater Creek,Nicholson Creek,,,Rock Valley,Rock Valley city,,
58258,,070802060807,,Headwaters North Skunk River,Cedar River,,,Orange City,Orange City city,,
58259,,070802060601,,Elwood Creek,Bennett Creek,,,Maurice,Maurice city,,
58260,,070802060801,,Morgan Creek,Crooked Creek,,,Matlock,Matlock city,,
58261,,070802090906,,Chippewa Creek-Des Moines River,Long Creek,,,Estherville,Estherville city,,
58266,,070802090806,,Kettle Creek-Des Moines River,Prairie Creek-Iowa River,,,Dolliver,Dolliver city,,
58267,,070802090601,,Coal Creek-Des Moines River,Lime Creek,,,Armstrong,Armstrong city,,
58268,,070802060804,,Headwaters English Creek,Chicken Creek-Cedar River,,,Windsor Heights,Windsor Heights city,,
58271,,070802090603,,Headwaters Muchakinock Creek,Deer Creek,,,Urbandale,Urbandale city,,
58272,,070802090302,,South Walnut Creek,Middle English River,,,Runnells,Runnells city,,
58274,,070801030606,,Twelvemile Creek,Lost Creek,,,Polk City,Polk City city,,
58275,,070802090204,,Drainage Ditch 57,North Branch Old Mans Creek,,,Pleasant Hill,Pleasant Hill city,,
58276,,070802090404,,Mosquito Creek,Jordan Creek-North English River,,,Ireton,Ireton city,,
58277,,070802060701,,Headwaters East Buttrick Creek,Middle Branch Wapsinonoc Creek,,,Hull,Hull city,,
58278,,070802060702,,Coralville Lake-Iowa River,West Branch Wapsinonoc Creek,,,Hospers,Hospers city,,
58279,,070801030302,,Headwaters Big Creek,City of Donahue,,,Hawarden,Hawarden city,,
58280,,070802090202,,North Walnut Creek,City of Williamsburg-Old Mans Creek,,,Granville,Granville city,,
58281,,070802060603,,Alloway Creek-North Skunk River,Sugar Creek,,,Chatsworth,Chatsworth city,,
58282,,070802090402,,Hawkeye State Wildlife Area Coralville Lake-Iowa River,Upper North English River,,,Boyden,Boyden city,,
58283,,070801030401,,Price Creek,Plum Creek-Wapsipinicon River,,,Alton,Alton city,,
58284,,070802060202,,Rock Creek-North Skunk River,Abbe Creek,,,Sheldon,Sheldon city,,
58286,,070802091102,,Cattail Slough-Mississippi River,Ditch No 25-Iowa River,,,Johnston,Johnston city,,
58287,,070802060302,,Coon Creek-Iowa River,Rock Creek,,,Grimes,Grimes city,,
58288,,070802060705,,Matson Pond-Iowa River,Wapsinonoc Creek,,,Granger,Granger city,,
58289,,070802090905,,St Joseph Creek-Des Moines River,Johnny Creek-Long Creek,,,Elkhart,Elkhart city,,
58290,,071000090301,,Grays Creek,Mormon Branch,,,Clive,Clive city,,
58291,,071000090602,,Cedar Creek,Upper Soap Creek,,,Bondurant,Bondurant city,,
58292,,071000090701,,Middle Minerva Creek,Miller Creek,,,Ankeny,Ankeny city,,
58293,,071000090201,,Crows Creek-Wapsipinicon River,Headwaters North Cedar Creek,,,Altoona,Altoona city,,
58294,,071000090702,,Buck Creek-North Fork Maquoketa River,Headwaters Middle Avery Creek,,,Alleman,Alleman city,,
58298,,071000090801,,Lower South Fork Iowa River,Little Lick Creek,,,Winthrop,Winthrop city,,
58300,,071000090802,,Spring Creek,Little Creek-Lick Creek,,,Rowley,Rowley city,,
58302,,071000090607,,South Fork Black Hawk Creek,Lower Soap Creek,,,Quasqueton,Quasqueton city,,
58303,,071000090707,,Durion Creek-North Fork Maquoketa River,Comstock Creek-Des Moines River,,,Lamont,Lamont city,,
58304,,071000090202,,North Fork Black Hawk Creek,Hickory Creek,,,Jesup,Jesup city,,
58305,,071000090503,,Headwaters Tipton Creek,Bluff Creek,,,Independence,Independence city,,
58306,,071000090308,,Drainage Ditch 32-Boone River,Whippoorwill Branch-Cedar Creek,,,Hazleton,Hazleton city,,
58307,,071000090402,,Mineral Creek,Muchakinock Creek,,,Brandon,Brandon city,,
58308,,071000070903,,Burnett Creek,Bulger Creek,,,Aurora,Aurora city,,
58309,,071000070901,,Headwaters Deer Creek,Bear Creek,,,Wiota,Wiota city,,
58310,,071000070704,,Dry Branch-Iowa River,Long Branch-South Raccoon River,,,Massena,Massena city,,
58312,,071000070904,,Cedar Bend County Park-Cedar River,Outlet South Raccoon River,,,Marne,Marne city,,
58313,,071000070703,,Marrowbone Creek-North Raccoon River,Deer Creek-South Raccoon River,,,Lewis,Lewis city,,
58314,,071000070701,,Headwaters Little Cedar Creek,Beaver Creek,,,Griswold,Griswold city,,
58316,,071000070902,,McCartney Branch-Mississippi River,Coal Creek-South Raccoon River,,,Cumberland,Cumberland city,,
58318,,071000070803,,Drainage Ditch 41-Des Moines River,Panther Creek,,,Atlantic,Atlantic city,,
58330,,071000070702,,Timber Creek,Town of Monteith-South Raccoon River,,,Anita,Anita city,,
58331,,071000070403,,Otter Creek,Mason Creek,,,Mitchellville,Mitchellville city,,
58332,,071000070603,,Lower South English River,City of Panora-Middle Raccoon River,,,Waukon,Waukon city,,
58333,,071000070401,,Town of Tilton,Seely Creek,,,Waterville,Waterville city,,
58334,,071000070404,,Upper South English River,City of Guthrie Center-South Raccon River,,,Postville,Postville city,,
58335,,071000070802,,Indian Creek,East Branch Panther Creek,,,New Albin,New Albin city,,
58336,,071000070801,,Lower North English River,West Branch Panther Creek,,,Lansing,Lansing city,,
58337,,071000070602,,Honey Creek-Iowa River,Bays Branch,,,Harpers Ferry,Harpers Ferry city,,
58338,,071000070502,,West Rock Creek-Rock Creek,Lower Mosquito Creek,,,Waverly,Waverly city,,
58339,,071000070601,,Middle North English River,Lake Panorama-Middle Raccoon River,,,Tripoli,Tripoli city,,
58340,,071000070402,,Outlet North English River,Frost Creek-South Raccoon River,,,Readlyn,Readlyn city,,
58341,,071000070206,,Barber Creek-Wapsipinicon River,Upper Middle Raccoon River,,,Plainfield,Plainfield city,,
58342,,071000070303,,Rapid Creek,Lower Brushy Creek,,,Frederika,Frederika city,,
58343,,071000070104,,Gritter Creek,Lower Willow Creek,,,Vining,Vining city,,
58344,,071000070501,,Middle South English River,Upper Mosquito Creek,,,Traer,Traer city,,
58345,,071000070102,,Silver Creek,Drainage Ditch No 9-13,,,,,,
58346,,071000070103,,Calamus Creek,Middle Willow Creek,,,,,,
58347,,071000070302,,Mill Creek-Cedar River,Middle Brushy Creek,,,,,,
58348,,071000070205,,Indian Creek,Willey Branch-Middle Raccoon River,,,,,,
58349,,071000070204,,Upper Clear Creek,Spring Branch-Middle Raccoon River,,,,,,
58350,,071000070101,,Lower Clear Creek,Upper Willow Creek,,,,,,
58351,,071000070301,,Headwaters Big Creek,Upper Brushy Creek,,,,,,
58352,,071000070203,,English River,City of Carroll-Middle Raccoon River,,,,,,
58353,,071000070201,,Old Womans Creek-Old Mans Creek,Headwaters Middle Raccoon River,,,,,,
58354,,071000070202,,Sherman Park-Wapsipinicon River,Storm Creek,,,,,,
58355,,071100010201,,Rock Run Creek,North Fox Creek,,,,,,
58356,,070801041806,,Bennet Creek-Sugar Creek,Cedar Glen Creek-Mississippi River,,,,,,
58357,,070801041602,,Yankee Run,Picayune Creek-Sugar Creek,,,,,,
58358,,070801041601,,Walnut Creek,West Branch Sugar Creek,,,,,,
58359,,070801041502,,Middle Clear Creek,Dry Branch-Mississippi River,,,,,,
58360,,070801071002,,Upper Mud Creek,Prairie Creek-Skunk River,,,,,,
58361,,070801041505,,South Fork Walnut Creek,Fish Lake-Mississippi River,,,,,,
58362,,071000091204,,Dirty Face Creek,Bear Creek-Des Moines River,,,,,,
58363,,070801070707,,Deep River,Little Cedar Creek,,,,,,
58364,,070801041703,,Ralston Creek-Iowa River,Lost Creek,,,,,,
58365,,070801071005,,Mud Creek,Long Creek,,,,,,
58366,,070801071006,,Camp Creek,Skunk River,,,,,,
58367,,070801041603,,Crane Creek-Cedar River,Painter Creek,,,,,,
58368,,070801041604,,Mill Creek,Pitman Creek-Sugar Creek,,,,,,
58369,,070801041705,,Mockridge County Wildlife Preserve,Tyson Creek-Mississippi River,,,,,,
58370,,070801041805,,Pioneer Creek,Waggoner Creek-Mississippi River,,,,,,
58371,,070801041503,,Honey Creek-Otter Creek,Spring Creek,,,,,,
58372,,070801041504,,Pleasant Run-Cedar River,Skunk Slough,,,,,,
58373,,070801041802,,Crooked Creek-Iowa River,Jack Creek-Mississippi River,,,,,,
58374,,071000091207,,Nicholson Creek,Reeds Creek,,,,,,
58375,,071000091101,,Cedar River,Little Sugar Creek-Sugar Creek,,,,,,
58376,,071100010204,,Bennett Creek,Hickory Creek-Fox River,,,,,,
58377,,071000090902,,Crooked Creek,South Chequest Creek,,,,,,
58378,,071100010203,,Long Creek,Lake Fisher-Fox River,,,,,,
58379,,070801041704,,Prairie Creek-Iowa River,Spillman Creek-Mississippi River,,,,,,
58380,,070801041605,,Lime Creek,Devils Creek,,,,,,
58381,,071000091206,,Chicken Creek-Cedar River,Coppers Creek-Des Moines River,,,,,,
58382,,071000091208,,Deer Creek,Lick Creek,,,,,,
58383,,071000091205,,Middle English River,Honey Creek,,,,,,
58384,,071000091001,,Lost Creek,Tug Fork-Big Indian Creek,,,,,,
58385,,071000091102,,North Branch Old Mans Creek,Birch Creek-Sugar Creek,,,,,,
58386,,071100010202,,Jordan Creek-North English River,South Fox Creek-Fox River,,,,,,
58387,,071000091103,,Middle Branch Wapsinonoc Creek,Sugar Creek,,,,,,
58388,,071000090904,,West Branch Wapsinonoc Creek,Lower Chequest Creek,,,,,,
58389,,071000091203,,City of Donahue,Austin County Park-Des Moines River,,,,,,
58390,,071100010801,,City of Williamsburg-Old Mans Creek,Headwaters South Wyaconda River,,,,,,
58391,,071000091209,,Sugar Creek,Rollins Creek-Des Moines River,,,,,,
58392,,071000091002,,Upper North English River,Big Indian Creek,,,,,,
58393,,071100010206,,Plum Creek-Wapsipinicon River,Burnt Shirt Branch-Fox River,,,,,,
58394,,071100010205,,Abbe Creek,Valley Branch-Fox River,,,,,,
58395,,071100010102,,Ditch No 25-Iowa River,Middle Little Fox River,,,,,,
58396,,071100010101,,Rock Creek,Upper Little Fox River,,,,,,
58397,,071100010701,,Wapsinonoc Creek,Coon Creek-North Wyaconda River,,,,,,
58398,,071100010802,,Johnny Creek-Long Creek,Upper South Wyaconda River,,,,,,
58399,,071100020104,,Mormon Branch,North Fork North Fabius River,,,,,,
58400,,071100020103,,Upper Soap Creek,Carter Creek-North Fork North Fabius River,,,,,,
58404,,071100020101,,Miller Creek,South Fork North Fabius River,,,,,,
58405,,071100020102,,Headwaters North Cedar Creek,Headwaters North Fabius River,,,,,,
58407,,071000091210,,Headwaters Middle Avery Creek,Dumas Creek-Des Moines River,,,,,,
58409,,071000091211,,Little Lick Creek,Weaver Branch-Des Moines River,,,,,,
58410,,071000091212,,Little Creek-Lick Creek,Des Moines River,,,,,,
58412,,071100010601,,Lower Soap Creek,Greys Island-Mississippi River,,,,,,
58414,,071000020203,,Comstock Creek-Des Moines River,Drainage Ditch 21,,,,,,
58415,,071000030601,,Hickory Creek,Drainage Ditch 63-East Fork Des Moines River,,,,,,
58416,,071000020205,,Bluff Creek,Jack Creek,,,,,,
58417,,071000030404,,Whippoorwill Branch-Cedar Creek,Buffalo Creek,,,,,,
58418,,071000030602,,Muchakinock Creek,Lindsey Creek,,,,,,
58491,,071000030803,,Bulger Creek,Fourmile Creek,,,,,,
58494,,071000050201,,Bear Creek,Headwaters Boone River,,,,,,
58498,,071000020503,,Long Branch-South Raccoon River,Cylinder Creek,,,,,,
58500,,071000030701,,Outlet South Raccoon River,Headwaters Lotts Creek,,,,,,
58501,,071000020601,,Deer Creek-South Raccoon River,Headwaters Prairie Creek,,,,,,
58504,,071000030504,,Beaver Creek,Black Cat Creek,,,,,,
58506,,071000020403,,Coal Creek-South Raccoon River,Drainage Ditch 132,,,,,,
58507,,071000020404,,Panther Creek,City of Emmetsburg-Des Moines River,,,,,,
58508,,071000030603,,Town of Monteith-South Raccoon River,Plum Creek,,,,,,
58509,,071000020501,,Mason Creek,Drainage Ditch 80,,,,,,
58514,,070802070102,,City of Panora-Middle Raccoon River,Drainage Ditch No 1,,,,,,
58515,,071000030604,,Seely Creek,Oak Lake-East Fork Des Moines River,,,,,,
58517,,071000020201,,City of Guthrie Center-South Raccon River,Drainage Ditch 7,,,,,,
58519,,071000030501,,East Branch Panther Creek,Headwaters Black Cat Creek,,,,,,
58521,,071000030202,,West Branch Panther Creek,Mud Creek,,,,,,
58524,,071000030402,,Bays Branch,Headwaters Buffalo Creek,,,,,,
58525,,071000030503,,Lower Mosquito Creek,Sentral High School-Black Cat Creek,,,,,,
58527,,071000030304,,Lake Panorama-Middle Raccoon River,Buaer Landing Strip-East Fork Des Moines River,,,,,,
58530,,071000030502,,Frost Creek-South Raccoon River,Calamus Creek,,,,,,
58533,,071000020402,,Upper Middle Raccoon River,Drainage Ditch 49-Des Moines River,,,,,,
58536,,071000030301,,Lower Brushy Creek,Drainage Ditch 35-East Fork Des Moines River,,,,,,
58538,,071000030201,,Lower Willow Creek,Headwaters Mud Creek,,,,,,
58539,,071000020401,,Upper Mosquito Creek,Drainage Ditch 151-Des Moines River,,,,,,
58544,,071000030302,,Drainage Ditch No 9-13,Prairie Creek,,,,,,
58546,,071000030303,,Middle Willow Creek,Crooked Run-East Fork Des Moines River,,,,,,
58547,,071000020204,,Middle Brushy Creek,East Swan Lake State Game Management Area-Jack Creek,,,,,,
58548,,071000020202,,Willey Branch-Middle Raccoon River,Headwaters Jack Creek,,,,,,
58551,,071000030403,,Spring Branch-Middle Raccoon River,Little Buffalo Creek,,,,,,
58552,,071000030106,,Upper Willow Creek,Ditch No 40,,,,,,
58553,,070200090102,,Upper Brushy Creek,Union Slough National Wildlife Refuge-Union Slough Ditch,,,,,,
58554,,070200090101,,City of Carroll-Middle Raccoon River,Drainage Ditch No 80,,,,,,
58555,,070200090103,,Headwaters Middle Raccoon River,Drainage Ditch No 90,,,,,,
58556,,070200090104,,Storm Creek,Union Slough Ditch,,,,,,
86433,,070200090302,,West Fork Bear Creek-Bear Creek,Headwaters Middle Branch Blue Earth River,,,,,,
86439,,070200090301,,Chaney Creek,Drainage Ditch No 7,,,,,,
86455,,070802020302,,Larry Creek,Rock Falls Creek,,,,,,
87097,,070802010803,,Homan Creek,Uphams Slough Creek-Little Cedar River,,,,,,
87110,,070600040304,,Rock Creek,Bohemian Creek,,,,,,
87118,,070802030306,,Honey Creek,City of Mason City-Winnebago River,,,,,,
87123,,070802070203,,Main Ditch,Headwaters East Branch Iowa River,,,,,,
87125,,070802030203,,Elm Branch-South Fork Bear Creek,Cheslea Creek-Willow Creek,,,,,,
87136,,070600010706,,Bigneck Creek-South Fork Bear Creek,Wexford Creek,,,,,,
87149,,070600010802,,Thurman Creek-South Fork Bear Creek,Paint Creek,,,,,,
87154,,070801020203,,Lina Slough,Village of Deerfield-Wapsipinicon River,,,,,,
87157,,070600010903,,White Oak Creek-Bear Creek,Upper Yellow River,,,,,,
87158,,070600040308,,Mud Creek,Burr Oak Creek-Turkey River,,,,,,
87167,,070600010801,,Little Creek-Bear Creek,Headwaters Paint Creek,,,,,,
87177,,070600010902,,Bear Creek,Norfolk Creek,,,,,,
87181,,070802020501,,Panther Creek-Bear Creek,Headwaters Flood Creek,,,,,,
87182,,070802011003,,Bluff Canal,Stewart Creek-Cedar River,,,,,,
87186,,070802030402,,Slater Creek,Winnebago River,,,,,,
87189,,070802030201,,Taylor Slough,Clear Creek,,,,,,
87192,,070600040702,,Little Bear Creek,Nutting Creek,,,,,,
87224,,070802030109,,Sheridan Creek,Mallard Marsh-Winnebago River,,,,,,
87244,,070801020101,,Headwaters Honey Creek,Elk Creek,,,,,,
87246,,070802030305,,Honey Creek,Calmus Creek,,,,,,
87251,,070600040307,,Middle Creek-Ellison Creek,Rogers Creek,,,,,,
87253,,070801020204,,Ellison Creek,Village of Ionia-Wapsipinicon River,,,,,,
87254,,070802030401,,South Fork South Henderson Creek,Mason Creek-Winnebago River,,,,,,
87259,,070802010902,,Camp Creek,Colwell County Park-Little Cedar River,,,,,,
87260,,070600010901,,Dugout Creek,Headwaters Yellow River,,,,,,
87261,,070600040309,,Cartlage Lake,Brockamp Creek-Turkey River,,,,,,
87624,,070802010901,,North Fox Creek,Beaver Creek,,,,,,
87625,,070600010905,,Cedar Glen Creek-Mississippi River,Middle Yellow River,,,,,,
87627,,070802020304,,Picayune Creek-Sugar Creek,Whiskey Creek-Shell Rock River,,,,,,
87629,,070600011001,,West Branch Sugar Creek,Picatee Creek-Mississippi River,,,,,,
87637,,070600010906,,Dry Branch-Mississippi River,Lower Yellow River,,,,,,
87640,,070600020402,,Prairie Creek-Skunk River,Community of Nordness,,,,,,
87649,,070600020403,,Fish Lake-Mississippi River,Trout Creek,,,,,,
87656,,070600020405,,Bear Creek-Des Moines River,Trout Creek-Trout River,,,,,,
87657,,070801020103,,Little Cedar Creek,Spring Branch-Little Wapsipinicon River,,,,,,
87659,,070600040701,,Lost Creek,Dry Branch,,,,,,
87660,,070801020301,,Long Creek,Upper East Branch Wapsipinicon River,,,,,,
87661,,070802011001,,Skunk River,Skunk Creek-Cedar River,,,,,,
87665,,070600040306,,Painter Creek,Wonder Creek,,,,,,
87669,,070600040202,,Pitman Creek-Sugar Creek,Upper Little Turkey River,,,,,,
87671,,070600040103,,Tyson Creek-Mississippi River,Village of Lawler-Crane Creek,,,,,,
87673,,070802020203,,Waggoner Creek-Mississippi River,Village of Northwood-Shell Rock River,,,,,,
87675,,070600040301,,Spring Creek,North Branch Turkey River,,,,,,
87676,,070802010601,,Skunk Slough,Turtle Creek,,,,,,
87678,,070801020202,,Jack Creek-Mississippi River,Watsons Creek-Wapsipinicon River,,,,,,
87682,,070802010802,,Reeds Creek,Beaver Creek-Little Cedar River,,,,,,
87683,,070600040101,,Little Sugar Creek-Sugar Creek,Headwaters Crane Creek,,,,,,
87684,,070802020303,,Hickory Creek-Fox River,Village of Plymouth-Shell Rock River,,,,,,
87686,,070802010603,,South Chequest Creek,Headwaters Rock Creek,,,,,,
87687,,070802020301,,Lake Fisher-Fox River,Beaver Creek,,,,,,
87688,,070802010602,,Spillman Creek-Mississippi River,Spring Creek,,,,,,
87689,,070600040305,,Devils Creek,Otter Creek-Turkey River,,,,,,
87690,,070600010602,,Coppers Creek-Des Moines River,Village Creek,,,,,,
87691,,070600010601,,Lick Creek,Headwaters Village Creek,,,,,,
87692,,070802030303,,Honey Creek,Wharam Creek,,,,,,
87693,,070600040102,,Tug Fork-Big Indian Creek,Spring Creek-Crane Creek,,,,,,
87694,,070802030108,,Birch Creek-Sugar Creek,Beaver Creek,,,,,,
87695,,070802030304,,South Fox Creek-Fox River,Spring Creek,,,,,,
87699,,070802010604,,Sugar Creek,Rock Creek,,,,,,
87700,,070600040201,,Lower Chequest Creek,Headwaters Little Turkey River,,,,,,
87701,,070600020407,,Austin County Park-Des Moines River,Coon Creek-Upper Iowa River,,,,,,
87702,,070600020408,,Headwaters South Wyaconda River,Community of Freeport-Upper Iowa River,,,,,,
87810,,070802020202,,Rollins Creek-Des Moines River,Elk Creek,,,,,,
87811,,070802020201,,Big Indian Creek,Drainage Ditch 2,,,,,,
87812,,070802010801,,Burnt Shirt Branch-Fox River,Burr Oak Creek,,,,,,
87814,,070802030107,,Valley Branch-Fox River,Headwaters Beaver Creek,,,,,,
87815,,070801020102,,Middle Little Fox River,Mead Creek-Little Wapsipinicon River,,,,,,
